Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2017-07-23,171,165,6,23,7,71,51,3,0,0,22,0.12,0,0.88,0.625,0,0.375,3,25,0,131,30,0
2017-07-24,172,166,6,45,24,71,47,62,13,0,85,0.3875,0.0813,0.5313,0.6377,0.0758,0.2865,12,160,0,131,248,42
2017-07-25,174,168,6,52,27,71,50,152,2,0,132,0.5315,0.007,0.4615,0.7005,0.0253,0.2742,11,286,0,131,329,2
2017-07-26,175,169,6,50,24,71,52,96,3,0,476,0.167,0.0052,0.8278,0.405,0.0046,0.5904,13,575,0,132,627,2
2017-07-27,175,169,6,49,23,70,52,33,12,0,220,0.1245,0.0453,0.8302,0.4115,0.059,0.5295,16,265,0,132,311,22
2017-07-28,176,170,6,39,25,72,53,38,0,0,120,0.2405,0,0.7595,0.5293,0.0023,0.4685,7,158,0,132,179,0
2017-07-29,176,170,6,17,5,74,54,4,0,0,5,0.4444,0,0.5556,0.7436,0,0.2564,0,9,0,132,10,0
2017-07-30,176,170,6,16,8,71,55,2,0,0,113,0.0174,0,0.9826,0.1276,0,0.8724,2,115,0,132,119,0
2017-07-31,176,170,6,39,29,73,58,41,0,0,106,0.2789,0,0.7211,0.5476,0,0.4524,8,147,0,132,196,34
2017-08-01,176,170,6,47,33,74,57,79,1,0,216,0.2669,0.0034,0.7297,0.606,0.0062,0.3878,10,296,0,132,521,191
2017-08-02,176,170,6,44,26,71,54,48,5,0,164,0.2212,0.023,0.7558,0.5206,0.0127,0.4667,11,217,0,132,240,2
2017-08-03,176,170,6,45,31,73,55,97,0,0,582,0.1429,0,0.8571,0.3484,0,0.6516,17,679,0,132,868,155
2017-08-04,177,171,6,42,22,69,52,48,0,0,238,0.1678,0,0.8322,0.4849,0,0.5151,12,286,0,132,310,2
2017-08-05,177,171,6,21,7,67,52,12,0,0,1,0.9231,0,0.0769,0.9596,0,0.0404,2,13,0,132,20,0
2017-08-06,177,171,6,23,5,66,50,18,2,0,4,0.75,0.0833,0.1667,0.7778,0.0667,0.1556,0,24,0,133,28,0
2017-08-07,177,171,6,39,19,66,48,47,0,0,146,0.2435,0,0.7565,0.489,0,0.511,6,193,0,132,277,40
2017-08-08,177,171,6,31,20,60,39,52,0,0,642,0.0749,0,0.9251,0.1951,0.0008,0.8041,9,694,0,132,714,0
2017-08-09,177,171,6,36,23,58,39,146,3,0,569,0.2033,0.0042,0.7925,0.3092,0.0106,0.6801,15,718,0,133,767,3
2017-08-10,177,171,6,37,24,56,36,58,0,0,290,0.1667,0,0.8333,0.3481,0,0.6519,1,348,0,133,424,70
2017-08-11,177,171,6,34,16,57,35,90,2,0,302,0.2284,0.0051,0.7665,0.3873,0.0047,0.608,12,394,0,133,412,0
2017-08-12,177,171,6,19,5,57,35,4,0,0,8,0.3333,0,0.6667,0.7121,0.0152,0.2727,2,12,0,133,15,0
2017-08-13,177,171,6,9,5,55,35,2,0,0,5,0.2857,0,0.7143,0.4583,0,0.5417,3,7,0,133,11,0
2017-08-14,177,171,6,37,22,54,35,94,0,0,172,0.3534,0,0.6466,0.4792,0.0017,0.5191,15,266,0,133,283,0
2017-08-15,177,171,6,39,25,55,35,53,4,0,299,0.1489,0.0112,0.8399,0.3771,0.0099,0.613,12,356,0,133,374,0
2017-08-16,178,172,6,40,25,57,34,44,0,0,307,0.1254,0,0.8746,0.3589,0,0.6411,0,351,0,133,366,2
2017-08-17,178,172,6,31,16,57,34,27,67,0,194,0.0938,0.2326,0.6736,0.2301,0.1702,0.5997,9,288,0,133,311,0
2017-08-18,178,172,6,32,19,54,34,21,1,0,262,0.0739,0.0035,0.9225,0.2075,0.0045,0.788,14,284,0,133,306,0
2017-08-19,178,172,6,9,4,53,33,0,0,0,13,0,0,1,0.3415,0.0244,0.6341,0,13,0,133,14,0
2017-08-20,178,172,6,19,7,53,32,11,0,0,26,0.2973,0,0.7027,0.549,0,0.451,3,37,0,133,43,0
2017-08-21,180,174,6,38,20,52,31,48,24,0,300,0.129,0.0645,0.8065,0.3415,0.0501,0.6085,21,372,0,133,424,2
2017-08-22,180,174,6,38,25,52,32,45,17,0,293,0.1268,0.0479,0.8254,0.3721,0.0349,0.593,6,355,0,133,389,1
2017-08-23,181,175,6,32,18,53,32,27,0,0,503,0.0509,0,0.9491,0.1465,0.0042,0.8493,2,530,0,133,541,0
2017-08-24,181,175,6,30,18,53,32,8,3,0,175,0.043,0.0161,0.9409,0.2802,0.033,0.6868,1,186,0,133,190,0
2017-08-25,181,175,6,28,20,50,33,28,2,0,286,0.0886,0.0063,0.9051,0.2172,0.0152,0.7677,6,316,0,133,328,2
2017-08-26,181,175,6,18,7,50,34,6,0,0,17,0.2609,0,0.7391,0.5143,0,0.4857,1,23,0,133,25,0
2017-08-27,181,175,6,23,5,49,34,5,0,0,4,0.5556,0,0.4444,0.8594,0,0.1406,0,9,0,133,11,0
2017-08-28,181,175,6,29,19,51,32,23,10,0,271,0.0757,0.0329,0.8914,0.2085,0.0442,0.7473,1,304,0,133,357,42
2017-08-29,184,178,6,43,26,51,33,79,0,0,490,0.1388,0,0.8612,0.3388,0.0016,0.6595,8,569,0,134,604,2
2017-08-30,184,178,6,45,20,55,33,36,6,0,483,0.0686,0.0114,0.92,0.2248,0.0153,0.7599,1,525,0,134,546,10
2017-08-31,194,188,6,50,29,65,43,46,1,0,397,0.1036,0.0023,0.8941,0.2937,0.0076,0.6987,2,444,0,134,506,4
2017-09-01,204,198,6,57,26,79,50,9,0,0,392,0.0224,0,0.9776,0.2363,0.0022,0.7615,11,401,0,134,467,5
2017-09-02,204,198,6,24,3,80,50,12,1,0,1,0.8571,0.0714,0.0714,0.9268,0.0122,0.061,4,14,0,134,21,0
2017-09-03,204,198,6,27,10,79,50,22,2,0,137,0.1366,0.0124,0.8509,0.3191,0.0061,0.6748,2,161,0,134,177,0
2017-09-04,204,198,6,32,8,79,48,13,0,0,29,0.3095,0,0.6905,0.677,0,0.323,4,42,0,134,54,0
2017-09-05,205,199,6,47,27,82,50,33,3,0,427,0.0713,0.0065,0.9222,0.2719,0.0094,0.7188,9,463,0,136,500,2
2017-09-06,206,200,6,46,24,82,51,39,9,0,106,0.2532,0.0584,0.6883,0.5777,0.0441,0.3781,13,154,0,136,185,0
2017-09-07,208,202,6,47,25,84,46,46,6,0,312,0.1264,0.0165,0.8571,0.3539,0.0205,0.6256,2,364,0,136,405,23
2017-09-08,209,203,6,45,27,74,44,74,6,0,151,0.3203,0.026,0.6537,0.6568,0.0281,0.3151,9,231,0,136,272,0
2017-09-09,209,203,6,21,6,74,45,2,0,0,44,0.0435,0,0.9565,0.3443,0,0.6557,0,46,0,136,48,0
2017-09-10,209,203,6,25,9,75,44,13,0,0,500,0.0253,0,0.9747,0.0989,0,0.9011,1,513,0,136,531,11
2017-09-11,209,203,6,51,23,82,49,95,1,0,107,0.468,0.0049,0.5271,0.7174,0.0123,0.2702,19,203,0,117,397,15
2017-09-12,210,204,6,63,34,84,54,156,17,0,462,0.2457,0.0268,0.7276,0.4617,0.0339,0.5044,30,635,0,119,761,48
2017-09-13,213,207,6,53,26,85,57,76,11,0,486,0.1326,0.0192,0.8482,0.3235,0.0351,0.6413,6,573,0,119,609,7
2017-09-14,215,209,6,59,33,88,61,109,4,0,500,0.1778,0.0065,0.8157,0.4099,0.0089,0.5812,5,613,0,119,680,11
2017-09-15,215,209,6,57,28,84,57,61,4,0,242,0.1987,0.013,0.7883,0.5251,0.0163,0.4586,3,307,0,120,340,13
2017-09-16,216,210,6,30,10,87,58,12,0,0,19,0.3871,0,0.6129,0.7986,0.0072,0.1942,0,31,0,120,38,0
2017-09-17,216,210,6,26,12,89,61,6,7,0,75,0.0682,0.0795,0.8523,0.3798,0.0673,0.5529,3,88,0,120,116,0
2017-09-18,216,210,6,52,30,90,63,78,47,0,154,0.2796,0.1685,0.552,0.49,0.1454,0.3647,8,279,0,120,329,6
2017-09-19,216,210,6,39,23,85,56,61,0,0,175,0.2585,0,0.7415,0.475,0.0017,0.5233,9,236,0,120,262,1
2017-09-20,216,210,6,57,26,87,59,85,5,0,163,0.336,0.0198,0.6443,0.5983,0.022,0.3797,15,253,0,120,307,7
2017-09-21,217,211,6,57,29,89,56,90,17,0,414,0.1727,0.0326,0.7946,0.3632,0.0335,0.6033,10,521,0,120,549,1
2017-09-22,218,212,6,53,25,88,57,58,1,0,181,0.2417,0.0042,0.7542,0.5282,0.0234,0.4484,17,240,0,120,288,2
2017-09-23,218,212,6,30,4,88,57,12,0,0,16,0.4286,0,0.5714,0.76,0,0.24,1,28,0,120,30,0
2017-09-24,218,212,6,17,6,86,56,2,0,0,193,0.0103,0,0.9897,0.0955,0,0.9045,2,195,0,120,198,0
2017-09-25,221,215,6,58,25,92,53,42,5,0,267,0.1338,0.0159,0.8503,0.4116,0.0262,0.5621,13,314,0,120,352,0
2017-09-26,222,216,6,59,28,93,55,25,0,0,497,0.0479,0,0.9521,0.2942,0,0.7058,10,522,0,120,550,4
2017-09-27,224,218,6,52,27,94,58,67,4,0,347,0.1603,0.0096,0.8301,0.4233,0.0175,0.5592,8,418,0,121,464,6
2017-09-28,224,218,6,55,30,95,59,46,30,0,649,0.0634,0.0414,0.8952,0.2192,0.0318,0.749,7,725,0,122,760,4
2017-09-29,230,224,6,60,33,100,64,32,5,0,62,0.3232,0.0505,0.6263,0.656,0.0528,0.2913,0,99,0,122,133,2
2017-09-30,232,226,6,31,10,101,66,9,0,0,7,0.5625,0,0.4375,0.8037,0,0.1963,1,16,0,122,31,9
2017-10-01,233,227,6,28,10,99,66,20,3,0,153,0.1136,0.017,0.8693,0.2994,0.0198,0.6808,8,176,0,122,198,6
2017-10-02,238,232,6,52,27,99,67,36,1,0,460,0.0724,0.002,0.9256,0.2854,0.0048,0.7097,21,497,0,122,542,3
2017-10-03,239,233,6,52,30,100,64,55,3,0,304,0.1519,0.0083,0.8398,0.4245,0.0176,0.5579,8,362,0,122,400,7
2017-10-04,240,234,6,64,35,102,65,83,4,0,650,0.1126,0.0054,0.882,0.3405,0.0114,0.6481,16,737,0,122,805,4
2017-10-05,240,234,6,63,35,102,66,59,1,0,265,0.1815,0.0031,0.8154,0.5482,0.0073,0.4444,11,325,0,122,383,20
2017-10-06,240,234,6,49,29,99,63,68,10,0,244,0.2112,0.0311,0.7578,0.4686,0.0391,0.4923,13,322,0,122,400,55
2017-10-07,240,234,6,23,5,96,61,11,61,0,8,0.1375,0.7625,0.1,0.8065,0,0.1935,1,80,0,122,86,1
2017-10-08,240,234,6,18,6,95,61,16,0,0,18,0.4706,0,0.5294,0.6374,0.022,0.3407,1,34,0,122,40,1
2017-10-09,240,234,6,25,12,90,57,10,0,0,27,0.2703,0,0.7297,0.4681,0,0.5319,0,37,0,122,53,0
2017-10-10,240,234,6,42,25,90,58,83,8,0,1012,0.0752,0.0073,0.9175,0.1774,0.0176,0.8049,4,1103,0,123,1134,4
2017-10-11,241,235,6,49,31,89,58,64,2,0,262,0.1951,0.0061,0.7988,0.3837,0.0192,0.5971,12,328,0,123,374,5
2017-10-12,244,238,6,57,35,87,59,187,23,0,694,0.2069,0.0254,0.7677,0.4057,0.0436,0.5507,9,904,0,124,970,14
2017-10-13,244,238,6,51,26,87,56,85,0,0,317,0.2114,0,0.7886,0.4654,0,0.5346,3,402,0,124,459,7
2017-10-14,244,238,6,25,7,88,56,31,2,0,4,0.8378,0.0541,0.1081,0.8347,0.0579,0.1074,1,37,0,124,46,2
2017-10-15,244,238,6,21,7,87,56,25,0,0,772,0.0314,0,0.9686,0.1018,0,0.8982,4,797,0,124,811,6
2017-10-16,244,238,6,59,26,89,57,90,29,0,471,0.1525,0.0492,0.7983,0.3616,0.0625,0.5759,8,590,0,124,650,15
2017-10-17,245,239,6,52,28,86,56,97,2,0,475,0.169,0.0035,0.8275,0.437,0.0084,0.5546,14,574,0,128,672,52
2017-10-18,248,242,6,71,42,95,67,44,12,0,315,0.1186,0.0323,0.8491,0.4459,0.0279,0.5263,6,371,0,128,443,10
2017-10-19,256,250,6,66,28,103,67,102,1,0,357,0.2217,0.0022,0.7761,0.4612,0.0103,0.5284,10,460,0,129,860,347
2017-10-20,258,252,6,61,31,107,67,70,27,0,157,0.2756,0.1063,0.6181,0.6023,0.0655,0.3322,19,254,0,130,322,8
2017-10-21,258,252,6,33,7,106,68,7,0,0,22,0.2414,0,0.7586,0.7008,0.0236,0.2756,0,29,0,130,31,0
2017-10-22,258,252,6,42,9,110,69,8,0,0,134,0.0563,0,0.9437,0.3,0,0.7,1,142,0,130,144,0
2017-10-23,261,255,6,56,22,113,73,68,11,0,294,0.1823,0.0295,0.7882,0.4423,0.0291,0.5286,1,373,0,131,446,44
2017-10-24,261,255,6,52,26,110,72,21,3,0,339,0.0579,0.0083,0.9339,0.3064,0.0217,0.6719,9,363,0,131,563,148
2017-10-25,261,255,6,61,30,103,60,83,9,0,285,0.2202,0.0239,0.756,0.5135,0.0414,0.4451,8,377,0,131,435,12
2017-10-26,261,255,6,51,26,100,60,55,12,0,171,0.2311,0.0504,0.7185,0.5426,0.0652,0.3923,4,238,0,131,363,102
2017-10-27,261,255,6,50,27,96,58,42,13,0,615,0.0627,0.0194,0.9179,0.2282,0.0234,0.7484,9,670,0,131,707,1
2017-10-28,261,255,6,26,8,94,58,6,0,0,114,0.05,0,0.95,0.3296,0,0.6704,9,120,0,131,130,0
2017-10-29,261,255,6,29,5,86,57,11,0,0,11,0.5,0,0.5,0.8269,0,0.1731,3,22,0,131,26,0
2017-10-30,263,257,6,69,26,91,57,66,0,0,613,0.0972,0,0.9028,0.3307,0,0.6693,5,679,0,132,729,5
2017-10-31,263,257,6,60,31,93,57,106,4,0,415,0.2019,0.0076,0.7905,0.4379,0.0231,0.539,5,525,0,132,554,8
2017-11-01,263,257,6,68,31,98,56,93,8,0,159,0.3577,0.0308,0.6115,0.6139,0.046,0.34,9,260,0,132,309,5
2017-11-02,263,257,6,61,27,100,55,98,83,0,698,0.1115,0.0944,0.7941,0.2809,0.104,0.6151,11,879,0,133,936,3
2017-11-03,264,258,6,65,31,101,56,33,19,0,576,0.0525,0.0303,0.9172,0.2819,0.0537,0.6643,8,628,0,133,669,5
2017-11-04,264,258,6,32,6,103,57,8,0,0,2,0.8,0,0.2,0.8588,0.0235,0.1176,0,10,0,133,11,0
2017-11-05,264,258,6,27,8,103,58,9,0,0,18,0.3333,0,0.6667,0.729,0.0093,0.2617,0,27,0,133,34,0
2017-11-06,264,258,6,60,31,100,58,58,16,0,495,0.1019,0.0281,0.8699,0.3218,0.0423,0.6359,12,569,0,133,616,11
2017-11-07,264,258,6,52,25,101,57,72,5,0,614,0.1042,0.0072,0.8886,0.2652,0.0229,0.7119,10,691,0,133,721,6
2017-11-08,264,258,6,63,37,97,62,77,1,0,364,0.1742,0.0023,0.8235,0.4762,0.0111,0.5127,11,442,0,134,488,6
2017-11-09,264,258,6,73,31,97,60,50,0,0,274,0.1543,0,0.8457,0.5584,0.003,0.4386,12,324,0,134,353,2
2017-11-10,264,258,6,41,16,95,56,33,0,0,510,0.0608,0,0.9392,0.1769,0,0.8231,1,543,0,134,553,0
2017-11-11,264,258,6,25,6,93,54,5,0,0,479,0.0103,0,0.9897,0.0596,0,0.9404,1,484,0,134,487,0
2017-11-12,264,258,6,24,8,93,54,16,0,0,4,0.8,0,0.2,0.9,0,0.1,3,20,0,134,25,0
2017-11-13,265,259,6,53,28,95,53,28,8,0,363,0.0702,0.0201,0.9098,0.3014,0.0245,0.6741,32,399,0,134,477,17
2017-11-14,275,259,16,67,32,100,58,117,13,0,819,0.1233,0.0137,0.863,0.2897,0.0309,0.6794,12,949,0,134,1137,140
2017-11-15,279,259,20,56,32,101,55,55,14,0,660,0.0754,0.0192,0.9053,0.2285,0.0227,0.7488,16,729,0,134,781,4
2017-11-16,280,259,21,58,35,99,57,64,13,0,527,0.106,0.0215,0.8725,0.3336,0.0313,0.6352,10,604,0,134,664,5
2017-11-17,280,259,21,53,31,97,58,55,4,0,507,0.0972,0.0071,0.8958,0.3097,0.014,0.6763,3,566,0,134,602,3
2017-11-18,280,259,21,30,15,97,59,21,0,0,274,0.0712,0,0.9288,0.175,0.0017,0.8233,7,295,0,134,305,0
2017-11-19,280,259,21,33,10,97,59,24,0,0,25,0.4898,0,0.5102,0.7215,0,0.2785,0,49,0,134,53,0
2017-11-20,281,260,21,61,34,95,59,53,30,0,516,0.0885,0.0501,0.8614,0.3394,0.0642,0.5963,23,599,0,134,669,21
2017-11-21,282,261,21,47,25,90,60,50,23,0,972,0.0478,0.022,0.9301,0.1481,0.0426,0.8093,7,1045,0,134,1084,3
2017-11-22,282,261,21,34,17,88,56,50,4,0,523,0.0867,0.0069,0.9064,0.1916,0.0166,0.7918,7,577,0,134,606,0
2017-11-23,282,261,21,30,5,83,52,8,0,0,7,0.5333,0,0.4667,0.8148,0,0.1852,1,15,0,134,21,0
2017-11-24,284,261,23,14,3,83,48,1,0,0,2,0.3333,0,0.6667,0.8485,0.0303,0.1212,0,3,0,134,11,0
2017-11-25,284,261,23,12,5,82,47,0,0,0,8,0,0,1,0.4091,0,0.5909,0,8,0,134,9,0
2017-11-26,284,261,23,20,6,80,47,2,0,0,15,0.1176,0,0.8824,0.7059,0.0147,0.2794,0,17,0,134,19,1
2017-11-27,285,261,24,48,26,79,41,93,8,0,830,0.0999,0.0086,0.8915,0.2548,0.0187,0.7265,8,931,0,134,987,4
2017-11-28,285,261,24,68,46,92,55,87,129,0,529,0.1168,0.1732,0.7101,0.1981,0.3587,0.4432,30,745,0,135,835,8
2017-11-29,286,261,25,60,28,100,60,81,37,0,718,0.0969,0.0443,0.8589,0.2289,0.0459,0.7252,10,836,0,135,984,117
2017-11-30,286,261,25,49,21,101,62,49,103,0,875,0.0477,0.1003,0.852,0.1591,0.1753,0.6656,19,1027,0,135,1073,1
2017-12-01,287,262,25,43,22,102,64,25,12,0,385,0.0592,0.0284,0.9123,0.2427,0.0414,0.7159,4,422,0,135,474,7
2017-12-02,287,262,25,20,5,101,64,8,0,0,3,0.7273,0,0.2727,0.8621,0,0.1379,0,11,0,135,14,1
2017-12-03,287,262,25,18,4,101,65,5,1,0,40,0.1087,0.0217,0.8696,0.4264,0.031,0.5426,5,46,0,135,112,58
2017-12-04,287,262,25,53,27,105,65,77,9,0,842,0.083,0.0097,0.9073,0.2357,0.0202,0.7441,53,928,0,135,1024,18
2017-12-05,287,262,25,51,24,84,46,27,9,0,574,0.0443,0.0148,0.941,0.1917,0.0328,0.7754,7,610,0,135,796,166
2017-12-06,287,262,25,45,20,80,45,139,5,0,722,0.1605,0.0058,0.8337,0.3175,0.0184,0.6641,5,866,0,135,910,21
2017-12-07,287,262,25,42,23,78,45,55,19,0,631,0.078,0.027,0.895,0.251,0.0381,0.7109,6,705,0,136,807,74
2017-12-08,287,262,25,44,24,79,44,13,17,0,146,0.0739,0.0966,0.8295,0.3473,0.1297,0.523,9,176,0,136,211,14
2017-12-09,287,262,25,32,7,82,44,7,2,0,8,0.4118,0.1176,0.4706,0.7287,0.1008,0.1705,8,17,0,136,31,1
2017-12-10,287,262,25,36,10,83,45,8,0,0,14,0.3636,0,0.6364,0.8194,0.0129,0.1677,6,22,0,136,79,48
2017-12-11,287,262,25,45,24,85,45,101,26,0,951,0.0937,0.0241,0.8822,0.1937,0.0508,0.7556,7,1078,0,137,1133,18
2017-12-12,287,262,25,41,24,79,44,10,4,0,780,0.0126,0.005,0.9824,0.0932,0.0086,0.8982,7,794,0,137,901,73
2017-12-13,287,262,25,41,24,78,45,19,27,0,603,0.0293,0.0416,0.9291,0.1256,0.0647,0.8098,12,649,0,137,785,67
2017-12-14,287,262,25,52,15,83,44,52,8,0,370,0.1209,0.0186,0.8605,0.3122,0.0323,0.6555,10,430,0,137,486,37
2017-12-15,287,262,25,34,15,81,42,22,88,0,86,0.1122,0.449,0.4388,0.25,0.4813,0.2687,6,196,0,137,211,4
2017-12-16,287,262,25,19,6,80,44,1,0,0,13,0.0714,0,0.9286,0.4138,0.0862,0.5,3,14,0,137,21,0
2017-12-17,287,262,25,27,11,80,43,40,8,0,313,0.1108,0.0222,0.867,0.2494,0.0165,0.7341,19,361,0,137,396,6
2017-12-18,287,262,25,35,15,77,41,20,21,0,552,0.0337,0.0354,0.9309,0.1709,0.0476,0.7815,6,593,0,137,611,0
2017-12-19,287,262,25,34,13,76,38,4,5,0,526,0.0075,0.0093,0.9832,0.1087,0.0158,0.8755,3,535,0,137,540,0
2017-12-20,287,262,25,27,19,71,32,5,15,0,130,0.0333,0.1,0.8667,0.1725,0.1086,0.7188,0,150,0,137,157,0
2017-12-21,287,262,25,31,19,67,32,28,4,0,580,0.0458,0.0065,0.9477,0.1039,0.0239,0.8722,9,612,0,137,631,0
2017-12-22,287,262,25,24,9,62,32,4,0,0,24,0.1429,0,0.8571,0.6429,0,0.3571,2,28,0,137,32,0
2017-12-23,287,262,25,18,4,60,33,0,0,0,3,0,0,1,0.7879,0,0.2121,1,3,0,137,9,0
2017-12-24,287,262,25,13,5,58,32,1,0,0,6,0.1429,0,0.8571,0.5,0.0313,0.4688,0,7,0,137,8,0
2017-12-25,287,262,25,4,0,52,30,0,0,0,0,0,0,0,0.7143,0,0.2857,0,0,0,137,2,0
2017-12-26,287,262,25,7,2,47,29,3,0,0,1,0.75,0,0.25,0.8889,0.0556,0.0556,0,4,0,137,6,0
2017-12-27,288,263,25,9,1,47,25,0,0,0,2,0,0,1,0.4737,0.0526,0.4737,0,2,0,137,15,0
2017-12-28,288,263,25,7,3,39,15,1,1,0,1,0.3333,0.3333,0.3333,0.7059,0.1176,0.1765,1,3,0,137,9,0
2017-12-29,288,263,25,21,5,35,13,2,0,0,10,0.1667,0,0.8333,0.6341,0,0.3659,2,12,0,137,16,0
2017-12-30,288,263,25,11,6,37,13,1,0,0,258,0.0039,0,0.9961,0.0439,0,0.9561,3,259,0,137,263,0
2017-12-31,288,263,25,13,8,36,14,13,0,0,54,0.194,0,0.806,0.3214,0,0.6786,5,67,0,137,74,0
2018-01-01,288,263,25,9,3,38,15,0,0,0,2,0,0,1,0.6471,0,0.3529,1,2,0,137,18,0
2018-01-02,288,263,25,25,12,43,19,0,0,0,1414,0,0,1,0.0132,0,0.9868,5,1414,0,137,1444,0
2018-01-03,288,263,25,36,15,49,24,24,5,0,733,0.0315,0.0066,0.9619,0.1004,0.0127,0.8868,5,762,0,137,792,0
2018-01-04,288,263,25,28,14,49,25,17,1,0,1394,0.012,0.0007,0.9873,0.0333,0.0035,0.9632,7,1412,0,137,1425,0
2018-01-05,288,263,25,31,18,51,28,14,4,0,583,0.0233,0.0067,0.97,0.1243,0.0197,0.856,2,601,0,137,609,0
2018-01-06,288,263,25,20,7,50,29,3,0,0,450,0.0066,0,0.9934,0.0628,0.0013,0.9358,1,453,0,137,456,0
2018-01-07,288,263,25,10,3,52,29,0,0,0,102,0,0,1,0.0628,0,0.9372,0,102,0,137,103,0
2018-01-08,288,263,25,35,13,54,29,9,1,0,215,0.04,0.0044,0.9556,0.1903,0.0085,0.8013,3,225,0,137,239,0
2018-01-09,288,263,25,27,15,53,28,13,6,0,114,0.0977,0.0451,0.8571,0.2537,0.118,0.6283,0,133,0,137,151,0
2018-01-10,288,263,25,26,18,49,28,37,0,0,427,0.0797,0,0.9203,0.201,0.0052,0.7937,5,464,0,137,487,2
2018-01-11,288,263,25,33,18,50,30,71,7,0,1997,0.0342,0.0034,0.9624,0.091,0.0105,0.8985,5,2075,0,137,2121,9
2018-01-12,288,263,25,33,22,52,31,19,21,0,299,0.056,0.0619,0.882,0.218,0.0954,0.6866,2,339,0,137,352,0
2018-01-13,288,263,25,21,4,52,31,1,0,0,26,0.037,0,0.963,0.3889,0,0.6111,0,27,0,137,28,0
2018-01-14,288,263,25,9,3,53,31,1,0,0,1,0.5,0,0.5,0.8095,0.0476,0.1429,1,2,0,137,5,0
2018-01-15,288,263,25,25,9,49,31,6,3,0,679,0.0087,0.0044,0.9869,0.0568,0.0105,0.9328,3,688,0,138,718,0
2018-01-16,288,263,25,43,28,55,35,58,50,0,798,0.064,0.0552,0.8808,0.1951,0.0742,0.7307,32,906,0,138,961,0
2018-01-17,288,263,25,45,23,62,38,29,17,0,1063,0.0261,0.0153,0.9585,0.1001,0.0268,0.8731,7,1109,0,138,1177,41
2018-01-18,288,263,25,38,22,65,37,29,37,0,765,0.0349,0.0445,0.9206,0.1441,0.0584,0.7975,7,831,0,138,860,0
2018-01-19,288,263,25,33,21,65,37,17,21,0,361,0.0426,0.0526,0.9048,0.1619,0.0889,0.7491,7,399,0,138,436,1
2018-01-20,288,263,25,24,7,65,40,6,0,0,8,0.4286,0,0.5714,0.7826,0.0145,0.2029,1,14,0,138,18,0
2018-01-21,289,264,25,16,5,66,41,2,0,0,426,0.0047,0,0.9953,0.0473,0,0.9527,2,428,0,138,440,0
2018-01-22,290,265,25,50,33,68,46,91,37,0,502,0.1444,0.0587,0.7968,0.3772,0.0791,0.5437,6,630,0,138,674,0
2018-01-23,291,266,25,43,28,70,45,34,30,0,722,0.0433,0.0382,0.9186,0.1956,0.0773,0.7271,7,786,0,138,822,3
2018-01-24,291,266,25,52,29,69,46,47,7,0,856,0.0516,0.0077,0.9407,0.2165,0.0248,0.7588,10,910,0,138,1031,84
2018-01-25,292,267,25,60,34,75,52,80,35,0,1062,0.068,0.0297,0.9023,0.2265,0.0543,0.7192,11,1177,0,138,1254,14
2018-01-26,292,267,25,55,31,78,53,58,23,0,920,0.0579,0.023,0.9191,0.2221,0.0504,0.7275,13,1001,0,138,1079,18
2018-01-27,292,267,25,26,9,79,52,10,0,0,141,0.0662,0,0.9338,0.2378,0.0033,0.759,2,151,0,138,167,3
2018-01-28,292,267,25,35,13,82,53,80,7,0,333,0.1905,0.0167,0.7929,0.3274,0.019,0.6536,6,420,0,138,437,1
2018-01-29,293,268,25,57,28,81,55,235,15,0,348,0.393,0.0251,0.5819,0.5524,0.0489,0.3987,14,598,0,138,688,55
2018-01-30,294,269,25,57,31,82,56,50,51,0,873,0.0513,0.0524,0.8963,0.2215,0.078,0.7005,13,974,0,138,1137,130
2018-01-31,297,269,28,67,34,87,56,67,16,0,1457,0.0435,0.0104,0.9461,0.1717,0.025,0.8033,11,1540,0,139,1657,47
2018-02-01,308,277,31,73,26,99,57,58,46,0,1256,0.0426,0.0338,0.9235,0.167,0.0627,0.7703,4,1360,0,140,1439,7
2018-02-02,311,280,31,66,35,105,62,101,39,0,551,0.1462,0.0564,0.7974,0.366,0.0968,0.5373,10,691,0,140,809,81
2018-02-03,311,280,31,30,18,104,62,7,5,0,165,0.0395,0.0282,0.9322,0.237,0.0325,0.7305,11,177,0,140,190,0
2018-02-04,312,280,32,22,6,102,60,4,2,0,316,0.0124,0.0062,0.9814,0.1022,0.013,0.8848,2,322,0,140,331,0
2018-02-05,312,280,32,73,37,109,67,101,11,0,1021,0.0891,0.0097,0.9011,0.2585,0.0268,0.7147,23,1133,0,140,1328,140
2018-02-06,313,280,33,59,31,109,65,45,33,0,405,0.0932,0.0683,0.8385,0.3653,0.0917,0.543,18,483,0,141,739,157
2018-02-07,315,282,33,65,35,111,68,61,30,0,1182,0.0479,0.0236,0.9285,0.1765,0.0435,0.78,9,1273,0,141,1499,176
2018-02-08,315,283,32,64,31,108,70,61,20,0,536,0.0989,0.0324,0.8687,0.4167,0.0638,0.5195,15,617,0,141,766,93
